idx,arquivo,ref_idx,mse_gray_ref,ssim_gray_ref,ssim_color_ref,mse_gray_prev,ssim_gray_prev,lap_var
318,frame_000420.jpg,18,0.1279052346944809,0.21072589856893353,0.2041863352060318,0.017755232751369476,0.4937660581218964,1579.4919288996055
319,frame_000421.jpg,18,0.04870254546403885,0.2246626985374279,0.2138606756925583,0.08665387332439423,0.2959121014657103,91.06193093858724
320,frame_000422.jpg,18,0.048993974924087524,0.22448409250085358,0.2143389731645584,0.0008111753268167377,0.9029586392873745,103.36993290878016
321,frame_000423.jpg,18,0.052084699273109436,0.2121579995540704,0.20125944912433624,0.002669673878699541,0.7947932822150653,86.2296756889427
322,frame_000424.jpg,18,0.05055421590805054,0.2188791582660491,0.20835529267787933,0.0007545165717601776,0.9341772064879446,109.34895018266495
323,frame_000425.jpg,18,0.048664309084415436,0.23492090220612202,0.22398261725902557,0.0011819006176665425,0.9019306024869648,78.27850946575829
324,frame_000426.jpg,18,0.05027901008725166,0.20050886145927205,0.19123156368732452,0.0025257414672523737,0.7743358867725044,91.32363969299067
325,frame_000427.jpg,18,0.05002933368086815,0.19672296069063638,0.18686898052692413,0.0003021027077920735,0.9649336874015996,80.66300825624754
326,frame_000428.jpg,18,0.04921527951955795,0.20026395284611548,0.19109785556793213,0.0005837781354784966,0.9395874786572378,84.80722911762176
327,frame_000429.jpg,18,0.049438200891017914,0.20955327748658564,0.19991759955883026,0.0007865125080570579,0.9211077414487229,87.83345265421337
